"geo_level","code_geo","lib_geo","year","speciality","n"
"departement","D2A","Corse-du-Sud","2009","stomatologie",NA
"departement","D2B","Haute-Corse","2009","stomatologie",NA
"departement","D30","Gard","2009","stomatologie",10
"departement","D31","Haute-Garonne","2009","stomatologie",40
"departement","D32","Gers","2009","stomatologie",2
"departement","D33","Gironde","2009","stomatologie",26
"departement","D34","Hérault","2009","stomatologie",35
"departement","D35","Ille-et-Vilaine","2009","stomatologie",8
"departement","D36","Indre","2009","stomatologie",2
"departement","D37","Indre-et-Loire","2009","stomatologie",16
"departement","D38","Isère","2009","stomatologie",16
"departement","D39","Jura","2009","stomatologie",2
"departement","D40","Landes","2009","stomatologie",7
"departement","D41","Loir-et-Cher","2009","stomatologie",3
"departement","D42","Loire","2009","stomatologie",20
"departement","D43","Haute-Loire","2009","stomatologie",1
"departement","D44","Loire-Atlantique","2009","stomatologie",29
"departement","D45","Loiret","2009","stomatologie",7
"departement","D46","Lot","2009","stomatologie",0
"departement","D47","Lot-et-Garonne","2009","stomatologie",7
"departement","D48","Lozère","2009","stomatologie",0
"departement","D49","Maine-et-Loire","2009","stomatologie",13
"departement","D50","Manche","2009","stomatologie",10
"departement","D51","Marne","2009","stomatologie",1
"departement","D52","Haute-Marne","2009","stomatologie",0
"departement","D53","Mayenne","2009","stomatologie",0
"departement","D54","Meurthe-et-Moselle","2009","stomatologie",9
"departement","D55","Meuse","2009","stomatologie",0
"departement","D56","Morbihan","2009","stomatologie",8
"departement","D57","Moselle","2009","stomatologie",14
"departement","D58","Nièvre","2009","stomatologie",1
"departement","D59","Nord","2009","stomatologie",51
"departement","D60","Oise","2009","stomatologie",11
"departement","D61","Orne","2009","stomatologie",3
"departement","D62","Pas-de-Calais","2009","stomatologie",12
"departement","D63","Puy-de-Dôme","2009","stomatologie",8
"departement","D64","Pyrénées-Atlantiques","2009","stomatologie",12
"departement","D65","Hautes-Pyrénées","2009","stomatologie",4
"departement","D66","Pyrénées-Orientales","2009","stomatologie",13
"departement","D67","Bas-Rhin","2009","stomatologie",14
"departement","D68","Haut-Rhin","2009","stomatologie",6
"departement","D69","Rhône","2009","stomatologie",62
"departement","D70","Haute-Saône","2009","stomatologie",1
"departement","D71","Saône-et-Loire","2009","stomatologie",7
"departement","D72","Sarthe","2009","stomatologie",9
"departement","D73","Savoie","2009","stomatologie",10
"departement","D74","Haute-Savoie","2009","stomatologie",10
"departement","D75","Paris","2009","stomatologie",204
"departement","D76","Seine-Maritime","2009","stomatologie",29
"departement","D77","Seine-et-Marne","2009","stomatologie",18
"departement","D78","Yvelines","2009","stomatologie",39
"departement","D79","Deux-Sèvres","2009","stomatologie",7
"departement","D80","Somme","2009","stomatologie",7
"departement","D81","Tarn","2009","stomatologie",6
"departement","D82","Tarn-et-Garonne","2009","stomatologie",5
"departement","D83","Var","2009","stomatologie",22
"departement","D84","Vaucluse","2009","stomatologie",10
"departement","D85","Vendée","2009","stomatologie",9
"departement","D86","Vienne","2009","stomatologie",10
"departement","D87","Haute-Vienne","2009","stomatologie",12
"departement","D88","Vosges","2009","stomatologie",1
"departement","D89","Yonne","2009","stomatologie",2
"departement","D90","Territoire de Belfort","2009","stomatologie",2
"departement","D91","Essonne","2009","stomatologie",18
"departement","D92","Hauts-de-Seine","2009","stomatologie",41
"departement","D93","Seine-Saint-Denis","2009","stomatologie",22
"departement","D94","Val-de-Marne","2009","stomatologie",29
"departement","D95","Val-d'Oise","2009","stomatologie",23
"departement","D9A","Guadeloupe","2009","stomatologie",4
"departement","D9B","Martinique","2009","stomatologie",4
"departement","D9C","Guyane","2009","stomatologie",0
"departement","D9D","Réunion","2009","stomatologie",10
"departement","D9F","Mayotte","2009","stomatologie",NA
"departement","D01","Ain","2009","anatomie_cytologie_pathologique",4
"departement","D02","Aisne","2009","anatomie_cytologie_pathologique",3
"departement","D03","Allier","2009","anatomie_cytologie_pathologique",5
"departement","D04","Alpes-de-Haute-Provence","2009","anatomie_cytologie_pathologique",2
"departement","D05","Hautes-Alpes","2009","anatomie_cytologie_pathologique",3
"departement","D06","Alpes-Maritimes","2009","anatomie_cytologie_pathologique",48
"departement","D07","Ardèche","2009","anatomie_cytologie_pathologique",1
"departement","D08","Ardennes","2009","anatomie_cytologie_pathologique",2
"departement","D09","Ariège","2009","anatomie_cytologie_pathologique",0
"departement","D10","Aube","2009","anatomie_cytologie_pathologique",7
"departement","D11","Aude","2009","anatomie_cytologie_pathologique",6
"departement","D12","Aveyron","2009","anatomie_cytologie_pathologique",6
"departement","D13","Bouches-du-Rhône","2009","anatomie_cytologie_pathologique",79
"departement","D14","Calvados","2009","anatomie_cytologie_pathologique",18
"departement","D15","Cantal","2009","anatomie_cytologie_pathologique",2
"departement","D16","Charente","2009","anatomie_cytologie_pathologique",4
"departement","D17","Charente-Maritime","2009","anatomie_cytologie_pathologique",11
"departement","D18","Cher","2009","anatomie_cytologie_pathologique",4
"departement","D19","Corrèze","2009","anatomie_cytologie_pathologique",5
"departement","D21","Côte-d'Or","2009","anatomie_cytologie_pathologique",18
"departement","D22","Côtes-d'Armor","2009","anatomie_cytologie_pathologique",5
"departement","D23","Creuse","2009","anatomie_cytologie_pathologique",0
"departement","D24","Dordogne","2009","anatomie_cytologie_pathologique",5
"departement","D25","Doubs","2009","anatomie_cytologie_pathologique",15
"departement","D26","Drôme","2009","anatomie_cytologie_pathologique",8
"departement","D27","Eure","2009","anatomie_cytologie_pathologique",3
"departement","D28","Eure-et-Loir","2009","anatomie_cytologie_pathologique",4
"departement","D29","Finistère","2009","anatomie_cytologie_pathologique",19
"departement","D2A","Corse-du-Sud","2009","anatomie_cytologie_pathologique",NA
"departement","D2B","Haute-Corse","2009","anatomie_cytologie_pathologique",NA
"departement","D30","Gard","2009","anatomie_cytologie_pathologique",16
"departement","D31","Haute-Garonne","2009","anatomie_cytologie_pathologique",59
"departement","D32","Gers","2009","anatomie_cytologie_pathologique",4
"departement","D33","Gironde","2009","anatomie_cytologie_pathologique",61
"departement","D34","Hérault","2009","anatomie_cytologie_pathologique",37
"departement","D35","Ille-et-Vilaine","2009","anatomie_cytologie_pathologique",31
"departement","D36","Indre","2009","anatomie_cytologie_pathologique",1
"departement","D37","Indre-et-Loire","2009","anatomie_cytologie_pathologique",23
"departement","D38","Isère","2009","anatomie_cytologie_pathologique",35
"departement","D39","Jura","2009","anatomie_cytologie_pathologique",1
"departement","D40","Landes","2009","anatomie_cytologie_pathologique",3
"departement","D41","Loir-et-Cher","2009","anatomie_cytologie_pathologique",4
"departement","D42","Loire","2009","anatomie_cytologie_pathologique",24
"departement","D43","Haute-Loire","2009","anatomie_cytologie_pathologique",1
"departement","D44","Loire-Atlantique","2009","anatomie_cytologie_pathologique",28
"departement","D45","Loiret","2009","anatomie_cytologie_pathologique",14
"departement","D46","Lot","2009","anatomie_cytologie_pathologique",2
"departement","D47","Lot-et-Garonne","2009","anatomie_cytologie_pathologique",5
"departement","D48","Lozère","2009","anatomie_cytologie_pathologique",1
"departement","D49","Maine-et-Loire","2009","anatomie_cytologie_pathologique",21
"departement","D50","Manche","2009","anatomie_cytologie_pathologique",4
"departement","D51","Marne","2009","anatomie_cytologie_pathologique",23
"departement","D52","Haute-Marne","2009","anatomie_cytologie_pathologique",1
"departement","D53","Mayenne","2009","anatomie_cytologie_pathologique",2
"departement","D54","Meurthe-et-Moselle","2009","anatomie_cytologie_pathologique",28
"departement","D55","Meuse","2009","anatomie_cytologie_pathologique",0
"departement","D56","Morbihan","2009","anatomie_cytologie_pathologique",12
"departement","D57","Moselle","2009","anatomie_cytologie_pathologique",15
"departement","D58","Nièvre","2009","anatomie_cytologie_pathologique",2
"departement","D59","Nord","2009","anatomie_cytologie_pathologique",58
"departement","D60","Oise","2009","anatomie_cytologie_pathologique",6
"departement","D61","Orne","2009","anatomie_cytologie_pathologique",2
"departement","D62","Pas-de-Calais","2009","anatomie_cytologie_pathologique",10
"departement","D63","Puy-de-Dôme","2009","anatomie_cytologie_pathologique",22
"departement","D64","Pyrénées-Atlantiques","2009","anatomie_cytologie_pathologique",15
"departement","D65","Hautes-Pyrénées","2009","anatomie_cytologie_pathologique",6
"departement","D66","Pyrénées-Orientales","2009","anatomie_cytologie_pathologique",10
"departement","D67","Bas-Rhin","2009","anatomie_cytologie_pathologique",29
"departement","D68","Haut-Rhin","2009","anatomie_cytologie_pathologique",16
"departement","D69","Rhône","2009","anatomie_cytologie_pathologique",74
"departement","D70","Haute-Saône","2009","anatomie_cytologie_pathologique",0
"departement","D71","Saône-et-Loire","2009","anatomie_cytologie_pathologique",4
"departement","D72","Sarthe","2009","anatomie_cytologie_pathologique",7
"departement","D73","Savoie","2009","anatomie_cytologie_pathologique",8
"departement","D74","Haute-Savoie","2009","anatomie_cytologie_pathologique",7
"departement","D75","Paris","2009","anatomie_cytologie_pathologique",192
"departement","D76","Seine-Maritime","2009","anatomie_cytologie_pathologique",34
"departement","D77","Seine-et-Marne","2009","anatomie_cytologie_pathologique",9
"departement","D78","Yvelines","2009","anatomie_cytologie_pathologique",22
"departement","D79","Deux-Sèvres","2009","anatomie_cytologie_pathologique",5
"departement","D80","Somme","2009","anatomie_cytologie_pathologique",13
"departement","D81","Tarn","2009","anatomie_cytologie_pathologique",5
"departement","D82","Tarn-et-Garonne","2009","anatomie_cytologie_pathologique",6
"departement","D83","Var","2009","anatomie_cytologie_pathologique",23
"departement","D84","Vaucluse","2009","anatomie_cytologie_pathologique",13
"departement","D85","Vendée","2009","anatomie_cytologie_pathologique",4
"departement","D86","Vienne","2009","anatomie_cytologie_pathologique",15
"departement","D87","Haute-Vienne","2009","anatomie_cytologie_pathologique",14
"departement","D88","Vosges","2009","anatomie_cytologie_pathologique",2
"departement","D89","Yonne","2009","anatomie_cytologie_pathologique",4
"departement","D90","Territoire de Belfort","2009","anatomie_cytologie_pathologique",5
"departement","D91","Essonne","2009","anatomie_cytologie_pathologique",15
"departement","D92","Hauts-de-Seine","2009","anatomie_cytologie_pathologique",49
"departement","D93","Seine-Saint-Denis","2009","anatomie_cytologie_pathologique",20
"departement","D94","Val-de-Marne","2009","anatomie_cytologie_pathologique",56
"departement","D95","Val-d'Oise","2009","anatomie_cytologie_pathologique",16
"departement","D9A","Guadeloupe","2009","anatomie_cytologie_pathologique",4
"departement","D9B","Martinique","2009","anatomie_cytologie_pathologique",10
"departement","D9C","Guyane","2009","anatomie_cytologie_pathologique",0
"departement","D9D","Réunion","2009","anatomie_cytologie_pathologique",10
"departement","D9F","Mayotte","2009","anatomie_cytologie_pathologique",NA
"departement","D01","Ain","2009","neurochirurgie",0
"departement","D02","Aisne","2009","neurochirurgie",0
"departement","D03","Allier","2009","neurochirurgie",0
"departement","D04","Alpes-de-Haute-Provence","2009","neurochirurgie",0
"departement","D05","Hautes-Alpes","2009","neurochirurgie",1
"departement","D06","Alpes-Maritimes","2009","neurochirurgie",8
"departement","D07","Ardèche","2009","neurochirurgie",0
"departement","D08","Ardennes","2009","neurochirurgie",0
"departement","D09","Ariège","2009","neurochirurgie",0
"departement","D10","Aube","2009","neurochirurgie",0
"departement","D11","Aude","2009","neurochirurgie",0
"departement","D12","Aveyron","2009","neurochirurgie",0
"departement","D13","Bouches-du-Rhône","2009","neurochirurgie",26
"departement","D14","Calvados","2009","neurochirurgie",10
"departement","D15","Cantal","2009","neurochirurgie",0
"departement","D16","Charente","2009","neurochirurgie",1
"departement","D17","Charente-Maritime","2009","neurochirurgie",0
"departement","D18","Cher","2009","neurochirurgie",0
"departement","D19","Corrèze","2009","neurochirurgie",0
"departement","D21","Côte-d'Or","2009","neurochirurgie",4
"departement","D22","Côtes-d'Armor","2009","neurochirurgie",0
"departement","D23","Creuse","2009","neurochirurgie",0
"departement","D24","Dordogne","2009","neurochirurgie",0
"departement","D25","Doubs","2009","neurochirurgie",5
"departement","D26","Drôme","2009","neurochirurgie",3
"departement","D27","Eure","2009","neurochirurgie",0
"departement","D28","Eure-et-Loir","2009","neurochirurgie",0
"departement","D29","Finistère","2009","neurochirurgie",6
"departement","D2A","Corse-du-Sud","2009","neurochirurgie",NA
"departement","D2B","Haute-Corse","2009","neurochirurgie",NA
"departement","D30","Gard","2009","neurochirurgie",4
"departement","D31","Haute-Garonne","2009","neurochirurgie",22
"departement","D32","Gers","2009","neurochirurgie",0
"departement","D33","Gironde","2009","neurochirurgie",14
"departement","D34","Hérault","2009","neurochirurgie",18
"departement","D35","Ille-et-Vilaine","2009","neurochirurgie",7
"departement","D36","Indre","2009","neurochirurgie",0
"departement","D37","Indre-et-Loire","2009","neurochirurgie",11
"departement","D38","Isère","2009","neurochirurgie",13
"departement","D39","Jura","2009","neurochirurgie",0
"departement","D40","Landes","2009","neurochirurgie",0
"departement","D41","Loir-et-Cher","2009","neurochirurgie",0
"departement","D42","Loire","2009","neurochirurgie",7
"departement","D43","Haute-Loire","2009","neurochirurgie",0
"departement","D44","Loire-Atlantique","2009","neurochirurgie",13
"departement","D45","Loiret","2009","neurochirurgie",3
"departement","D46","Lot","2009","neurochirurgie",0
"departement","D47","Lot-et-Garonne","2009","neurochirurgie",0
"departement","D48","Lozère","2009","neurochirurgie",0
"departement","D49","Maine-et-Loire","2009","neurochirurgie",5
"departement","D50","Manche","2009","neurochirurgie",0
"departement","D51","Marne","2009","neurochirurgie",8
"departement","D52","Haute-Marne","2009","neurochirurgie",0
"departement","D53","Mayenne","2009","neurochirurgie",0
"departement","D54","Meurthe-et-Moselle","2009","neurochirurgie",10
"departement","D55","Meuse","2009","neurochirurgie",0
"departement","D56","Morbihan","2009","neurochirurgie",1
"departement","D57","Moselle","2009","neurochirurgie",0
"departement","D58","Nièvre","2009","neurochirurgie",0
"departement","D59","Nord","2009","neurochirurgie",28
"departement","D60","Oise","2009","neurochirurgie",0
"departement","D61","Orne","2009","neurochirurgie",0
"departement","D62","Pas-de-Calais","2009","neurochirurgie",1
"departement","D63","Puy-de-Dôme","2009","neurochirurgie",9
"departement","D64","Pyrénées-Atlantiques","2009","neurochirurgie",6
"departement","D65","Hautes-Pyrénées","2009","neurochirurgie",0
"departement","D66","Pyrénées-Orientales","2009","neurochirurgie",7
"departement","D67","Bas-Rhin","2009","neurochirurgie",10
"departement","D68","Haut-Rhin","2009","neurochirurgie",7
"departement","D69","Rhône","2009","neurochirurgie",27
"departement","D70","Haute-Saône","2009","neurochirurgie",0
"departement","D71","Saône-et-Loire","2009","neurochirurgie",1
"departement","D72","Sarthe","2009","neurochirurgie",1
"departement","D73","Savoie","2009","neurochirurgie",1
"departement","D74","Haute-Savoie","2009","neurochirurgie",3
"departement","D75","Paris","2009","neurochirurgie",45
"departement","D76","Seine-Maritime","2009","neurochirurgie",10
"departement","D77","Seine-et-Marne","2009","neurochirurgie",1
"departement","D78","Yvelines","2009","neurochirurgie",2
"departement","D79","Deux-Sèvres","2009","neurochirurgie",0
"departement","D80","Somme","2009","neurochirurgie",5
"departement","D81","Tarn","2009","neurochirurgie",0
"departement","D82","Tarn-et-Garonne","2009","neurochirurgie",0
"departement","D83","Var","2009","neurochirurgie",3
"departement","D84","Vaucluse","2009","neurochirurgie",0
"departement","D85","Vendée","2009","neurochirurgie",0
"departement","D86","Vienne","2009","neurochirurgie",5
"departement","D87","Haute-Vienne","2009","neurochirurgie",7
"departement","D88","Vosges","2009","neurochirurgie",0
"departement","D89","Yonne","2009","neurochirurgie",1
"departement","D90","Territoire de Belfort","2009","neurochirurgie",0
"departement","D91","Essonne","2009","neurochirurgie",0
"departement","D92","Hauts-de-Seine","2009","neurochirurgie",13
"departement","D93","Seine-Saint-Denis","2009","neurochirurgie",0
"departement","D94","Val-de-Marne","2009","neurochirurgie",15
"departement","D95","Val-d'Oise","2009","neurochirurgie",1
"departement","D9A","Guadeloupe","2009","neurochirurgie",3
"departement","D9B","Martinique","2009","neurochirurgie",2
"departement","D9C","Guyane","2009","neurochirurgie",0
"departement","D9D","Réunion","2009","neurochirurgie",7
"departement","D9F","Mayotte","2009","neurochirurgie",NA
"departement","D01","Ain","2010","medecins",1159
"departement","D02","Aisne","2010","medecins",1241
"departement","D03","Allier","2010","medecins",916
"departement","D04","Alpes-de-Haute-Provence","2010","medecins",464
"departement","D05","Hautes-Alpes","2010","medecins",547
"departement","D06","Alpes-Maritimes","2010","medecins",4695
"departement","D07","Ardèche","2010","medecins",748
"departement","D08","Ardennes","2010","medecins",698
"departement","D09","Ariège","2010","medecins",427
"departement","D10","Aube","2010","medecins",704
"departement","D11","Aude","2010","medecins",1003
"departement","D12","Aveyron","2010","medecins",754
"departement","D13","Bouches-du-Rhône","2010","medecins",9053
"departement","D14","Calvados","2010","medecins",2196
"departement","D15","Cantal","2010","medecins",382
"departement","D16","Charente","2010","medecins",911
"departement","D17","Charente-Maritime","2010","medecins",1838
"departement","D18","Cher","2010","medecins",698
"departement","D19","Corrèze","2010","medecins",666
"departement","D21","Côte-d'Or","2010","medecins",1884
"departement","D22","Côtes-d'Armor","2010","medecins",1560
"departement","D23","Creuse","2010","medecins",303
"departement","D24","Dordogne","2010","medecins",1030
"departement","D25","Doubs","2010","medecins",1918
"departement","D26","Drôme","2010","medecins",1373
"departement","D27","Eure","2010","medecins",998
"departement","D28","Eure-et-Loir","2010","medecins",929
"departement","D29","Finistère","2010","medecins",2868
"departement","D2A","Corse-du-Sud","2010","medecins",NA
"departement","D2B","Haute-Corse","2010","medecins",NA
"departement","D30","Gard","2010","medecins",2196
"departement","D31","Haute-Garonne","2010","medecins",5357
"departement","D32","Gers","2010","medecins",491
"departement","D33","Gironde","2010","medecins",5590
"departement","D34","Hérault","2010","medecins",4408
"departement","D35","Ille-et-Vilaine","2010","medecins",3108
"departement","D36","Indre","2010","medecins",487
"departement","D37","Indre-et-Loire","2010","medecins",2160
"departement","D38","Isère","2010","medecins",4031
"departement","D39","Jura","2010","medecins",649
"departement","D40","Landes","2010","medecins",1003
"departement","D41","Loir-et-Cher","2010","medecins",799
"departement","D42","Loire","2010","medecins",2397
"departement","D43","Haute-Loire","2010","medecins",469
"departement","D44","Loire-Atlantique","2010","medecins",4154
"departement","D45","Loiret","2010","medecins",1600
"departement","D46","Lot","2010","medecins",458
"departement","D47","Lot-et-Garonne","2010","medecins",862
"departement","D48","Lozère","2010","medecins",171
"departement","D49","Maine-et-Loire","2010","medecins",2338
"departement","D50","Manche","2010","medecins",1181
"departement","D51","Marne","2010","medecins",1884
"departement","D52","Haute-Marne","2010","medecins",475
"departement","D53","Mayenne","2010","medecins",590
"departement","D54","Meurthe-et-Moselle","2010","medecins",2796
"departement","D55","Meuse","2010","medecins",403
"departement","D56","Morbihan","2010","medecins",2124
"departement","D57","Moselle","2010","medecins",2733
"departement","D58","Nièvre","2010","medecins",504
"departement","D59","Nord","2010","medecins",8296
"departement","D60","Oise","2010","medecins",1785
"departement","D61","Orne","2010","medecins",643
"departement","D62","Pas-de-Calais","2010","medecins",3534
"departement","D63","Puy-de-Dôme","2010","medecins",2325
"departement","D64","Pyrénées-Atlantiques","2010","medecins",2286
"departement","D65","Hautes-Pyrénées","2010","medecins",786
"departement","D66","Pyrénées-Orientales","2010","medecins",1526
"departement","D67","Bas-Rhin","2010","medecins",4085
"departement","D68","Haut-Rhin","2010","medecins",2159
"departement","D69","Rhône","2010","medecins",7615
"departement","D70","Haute-Saône","2010","medecins",537
"departement","D71","Saône-et-Loire","2010","medecins",1375
"departement","D72","Sarthe","2010","medecins",1256
"departement","D73","Savoie","2010","medecins",1308
"departement","D74","Haute-Savoie","2010","medecins",2085
"departement","D75","Paris","2010","medecins",18668
"departement","D76","Seine-Maritime","2010","medecins",3817
"departement","D77","Seine-et-Marne","2010","medecins",3000
"departement","D78","Yvelines","2010","medecins",4221
"departement","D79","Deux-Sèvres","2010","medecins",875
"departement","D80","Somme","2010","medecins",1811
"departement","D81","Tarn","2010","medecins",1100
"departement","D82","Tarn-et-Garonne","2010","medecins",635
"departement","D83","Var","2010","medecins",3450
"departement","D84","Vaucluse","2010","medecins",1806
"departement","D85","Vendée","2010","medecins",1375
"departement","D86","Vienne","2010","medecins",1452
"departement","D87","Haute-Vienne","2010","medecins",1438
"departement","D88","Vosges","2010","medecins",906
"departement","D89","Yonne","2010","medecins",787
"departement","D90","Territoire de Belfort","2010","medecins",385
"departement","D91","Essonne","2010","medecins",3336
"departement","D92","Hauts-de-Seine","2010","medecins",6469
"departement","D93","Seine-Saint-Denis","2010","medecins",4129
"departement","D94","Val-de-Marne","2010","medecins",4662
"departement","D95","Val-d'Oise","2010","medecins",3198
"departement","D9A","Guadeloupe","2010","medecins",1066
"departement","D9B","Martinique","2010","medecins",1045
"departement","D9C","Guyane","2010","medecins",396
"departement","D9D","Réunion","2010","medecins",2080
"departement","D9F","Mayotte","2010","medecins",NA
"departement","D01","Ain","2010","biologie_medicale",7
"departement","D02","Aisne","2010","biologie_medicale",11
"departement","D03","Allier","2010","biologie_medicale",6
"departement","D04","Alpes-de-Haute-Provence","2010","biologie_medicale",6
"departement","D05","Hautes-Alpes","2010","biologie_medicale",5
"departement","D06","Alpes-Maritimes","2010","biologie_medicale",85
"departement","D07","Ardèche","2010","biologie_medicale",7
"departement","D08","Ardennes","2010","biologie_medicale",3
"departement","D09","Ariège","2010","biologie_medicale",6
"departement","D10","Aube","2010","biologie_medicale",11
"departement","D11","Aude","2010","biologie_medicale",15
"departement","D12","Aveyron","2010","biologie_medicale",10
"departement","D13","Bouches-du-Rhône","2010","biologie_medicale",161
"departement","D14","Calvados","2010","biologie_medicale",34
"departement","D15","Cantal","2010","biologie_medicale",3
"departement","D16","Charente","2010","biologie_medicale",6
"departement","D17","Charente-Maritime","2010","biologie_medicale",23
"departement","D18","Cher","2010","biologie_medicale",12
"departement","D19","Corrèze","2010","biologie_medicale",12
"departement","D21","Côte-d'Or","2010","biologie_medicale",34
"departement","D22","Côtes-d'Armor","2010","biologie_medicale",11
"departement","D23","Creuse","2010","biologie_medicale",4
"departement","D24","Dordogne","2010","biologie_medicale",5
"departement","D25","Doubs","2010","biologie_medicale",26
"departement","D26","Drôme","2010","biologie_medicale",11
"departement","D27","Eure","2010","biologie_medicale",10
"departement","D28","Eure-et-Loir","2010","biologie_medicale",15
"departement","D29","Finistère","2010","biologie_medicale",51
"departement","D2A","Corse-du-Sud","2010","biologie_medicale",NA
"departement","D2B","Haute-Corse","2010","biologie_medicale",NA
"departement","D30","Gard","2010","biologie_medicale",40
"departement","D31","Haute-Garonne","2010","biologie_medicale",86
"departement","D32","Gers","2010","biologie_medicale",5
"departement","D33","Gironde","2010","biologie_medicale",81
"departement","D34","Hérault","2010","biologie_medicale",87
"departement","D35","Ille-et-Vilaine","2010","biologie_medicale",47
"departement","D36","Indre","2010","biologie_medicale",7
"departement","D37","Indre-et-Loire","2010","biologie_medicale",42
"departement","D38","Isère","2010","biologie_medicale",65
"departement","D39","Jura","2010","biologie_medicale",3
"departement","D40","Landes","2010","biologie_medicale",10
"departement","D41","Loir-et-Cher","2010","biologie_medicale",7
"departement","D42","Loire","2010","biologie_medicale",30
"departement","D43","Haute-Loire","2010","biologie_medicale",4
"departement","D44","Loire-Atlantique","2010","biologie_medicale",60
"departement","D45","Loiret","2010","biologie_medicale",17
"departement","D46","Lot","2010","biologie_medicale",0
"departement","D47","Lot-et-Garonne","2010","biologie_medicale",11
"departement","D48","Lozère","2010","biologie_medicale",0
"departement","D49","Maine-et-Loire","2010","biologie_medicale",36
"departement","D50","Manche","2010","biologie_medicale",12
"departement","D51","Marne","2010","biologie_medicale",32
"departement","D52","Haute-Marne","2010","biologie_medicale",4
"departement","D53","Mayenne","2010","biologie_medicale",5
"departement","D54","Meurthe-et-Moselle","2010","biologie_medicale",47
"departement","D55","Meuse","2010","biologie_medicale",2
"departement","D56","Morbihan","2010","biologie_medicale",22
"departement","D57","Moselle","2010","biologie_medicale",27
"departement","D58","Nièvre","2010","biologie_medicale",6
"departement","D59","Nord","2010","biologie_medicale",115
"departement","D60","Oise","2010","biologie_medicale",16
"departement","D61","Orne","2010","biologie_medicale",12
"departement","D62","Pas-de-Calais","2010","biologie_medicale",28
"departement","D63","Puy-de-Dôme","2010","biologie_medicale",34
"departement","D64","Pyrénées-Atlantiques","2010","biologie_medicale",30
"departement","D65","Hautes-Pyrénées","2010","biologie_medicale",7
"departement","D66","Pyrénées-Orientales","2010","biologie_medicale",13
"departement","D67","Bas-Rhin","2010","biologie_medicale",58
"departement","D68","Haut-Rhin","2010","biologie_medicale",21
"departement","D69","Rhône","2010","biologie_medicale",123
"departement","D70","Haute-Saône","2010","biologie_medicale",4
"departement","D71","Saône-et-Loire","2010","biologie_medicale",18
"departement","D72","Sarthe","2010","biologie_medicale",11
"departement","D73","Savoie","2010","biologie_medicale",6
"departement","D74","Haute-Savoie","2010","biologie_medicale",23
"departement","D75","Paris","2010","biologie_medicale",373
"departement","D76","Seine-Maritime","2010","biologie_medicale",59
"departement","D77","Seine-et-Marne","2010","biologie_medicale",37
"departement","D78","Yvelines","2010","biologie_medicale",60
"departement","D79","Deux-Sèvres","2010","biologie_medicale",7
"departement","D80","Somme","2010","biologie_medicale",22
"departement","D81","Tarn","2010","biologie_medicale",13
"departement","D82","Tarn-et-Garonne","2010","biologie_medicale",8
"departement","D83","Var","2010","biologie_medicale",40
"departement","D84","Vaucluse","2010","biologie_medicale",14
"departement","D85","Vendée","2010","biologie_medicale",18
"departement","D86","Vienne","2010","biologie_medicale",25
"departement","D87","Haute-Vienne","2010","biologie_medicale",29
"departement","D88","Vosges","2010","biologie_medicale",7
"departement","D89","Yonne","2010","biologie_medicale",6
"departement","D90","Territoire de Belfort","2010","biologie_medicale",6
"departement","D91","Essonne","2010","biologie_medicale",37
"departement","D92","Hauts-de-Seine","2010","biologie_medicale",96
"departement","D93","Seine-Saint-Denis","2010","biologie_medicale",60
"departement","D94","Val-de-Marne","2010","biologie_medicale",103
"departement","D95","Val-d'Oise","2010","biologie_medicale",52
"departement","D9A","Guadeloupe","2010","biologie_medicale",10
"departement","D9B","Martinique","2010","biologie_medicale",16
"departement","D9C","Guyane","2010","biologie_medicale",10
"departement","D9D","Réunion","2010","biologie_medicale",27
"departement","D9F","Mayotte","2010","biologie_medicale",NA
"departement","D01","Ain","2010","pneumologie",14
"departement","D02","Aisne","2010","pneumologie",22
"departement","D03","Allier","2010","pneumologie",10
"departement","D04","Alpes-de-Haute-Provence","2010","pneumologie",3
"departement","D05","Hautes-Alpes","2010","pneumologie",17
"departement","D06","Alpes-Maritimes","2010","pneumologie",70
"departement","D07","Ardèche","2010","pneumologie",13
"departement","D08","Ardennes","2010","pneumologie",10
"departement","D09","Ariège","2010","pneumologie",10
"departement","D10","Aube","2010","pneumologie",9
"departement","D11","Aude","2010","pneumologie",13
"departement","D12","Aveyron","2010","pneumologie",14
"departement","D13","Bouches-du-Rhône","2010","pneumologie",110
"departement","D14","Calvados","2010","pneumologie",29
"departement","D15","Cantal","2010","pneumologie",4
"departement","D16","Charente","2010","pneumologie",16
"departement","D17","Charente-Maritime","2010","pneumologie",21
"departement","D18","Cher","2010","pneumologie",7
"departement","D19","Corrèze","2010","pneumologie",10
"departement","D21","Côte-d'Or","2010","pneumologie",20
"departement","D22","Côtes-d'Armor","2010","pneumologie",25
"departement","D23","Creuse","2010","pneumologie",8
"departement","D24","Dordogne","2010","pneumologie",13
"departement","D25","Doubs","2010","pneumologie",22
"departement","D26","Drôme","2010","pneumologie",24
"departement","D27","Eure","2010","pneumologie",11
"departement","D28","Eure-et-Loir","2010","pneumologie",16
"departement","D29","Finistère","2010","pneumologie",46
"departement","D2A","Corse-du-Sud","2010","pneumologie",NA
"departement","D2B","Haute-Corse","2010","pneumologie",NA
"departement","D30","Gard","2010","pneumologie",26
"departement","D31","Haute-Garonne","2010","pneumologie",66
